person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,69383,Mortgage,6,Personal,C,8500,NULL,0,0.12,Y,3
26,118000,Mortgage,4,Debtconsolidation,A,25000,7.9,0,0.21,N,2
22,18000,Own,NULL,Venture,B,2000,11.49,0,0.11,N,3
22,68000,Mortgage,6,Personal,A,10000,7.49,0,0.15,N,2
26,30000,Rent,1,Medical,B,8000,10,0,0.27,N,3
32,24000,Rent,NULL,Debtconsolidation,B,NULL,6.03,0,0.07,N,12
29,38000,Rent,0,Medical,B,5000,11.36,0,0.13,N,5
22,41600,Mortgage,0,Debtconsolidation,B,6800,10.59,0,0.16,N,3
33,138000,Mortgage,18,Homeimprovement,G,25000,21.27,1,0.18,Y,10
27,93000,Rent,1,Medical,A,8000,NULL,0,0.09,N,7
42,40000,Rent,0,Debtconsolidation,B,7200,10.75,0,0.18,N,17
23,13200,Rent,0,Debtconsolidation,C,3000,NULL,1,0.23,N,3
24,27360,Mortgage,5,Personal,A,8000,7.29,0,0.29,N,3
25,89000,Mortgage,9,Medical,A,14000,7.49,0,0.16,N,2
22,36000,Rent,4,Education,B,6000,10.36,0,0.17,N,3
23,105000,Mortgage,7,Venture,B,12000,11.36,0,0.11,N,2
23,60000,Mortgage,7,Education,A,15000,7.9,0,0.25,N,3
44,36000,Mortgage,6,Education,A,1000,7.51,0,0.03,N,14
23,38400,Rent,7,Education,A,15000,6.17,1,0.39,N,2
23,54000,Own,4,Debtconsolidation,D,4000,9.63,NULL,NULL,N,4
32,114000,Rent,17,Homeimprovement,B,6000,10.37,0,0.05,N,5
43,60000,Mortgage,27,Homeimprovement,B,10000,9.88,0,0.17,N,16
27,62000,Rent,4,Education,C,7500,13.04,0,0.12,Y,6
27,126000,Mortgage,11,Personal,A,5500,7.51,0,0.04,N,9
24,12000,Own,4,Venture,B,2500,12.69,1,0.21,N,3
29,50700,Rent,5,Homeimprovement,B,12000,12.42,0,0.24,N,6
26,80004,Mortgage,7,Debtconsolidation,C,7500,15.23,1,0.09,Y,2
27,45468,Rent,2,Venture,C,4000,13.99,0,0.09,Y,5
25,55000,Mortgage,2,Education,E,14000,15.68,0,0.25,Y,4
29,74000,Rent,13,Homeimprovement,B,11500,11.71,0,0.16,N,10
25,38000,Rent,9,Personal,E,15000,16.45,1,0.39,Y,3
22,50000,Mortgage,7,,A,10000,13.06,NULL,0.09,N,3
22,185000,Rent,4,Medical,B,25000,11.36,0,0.14,N,2
23,70000,Rent,1,Venture,A,3500,5.42,0,0.05,N,2
23,42000,Rent,7,Venture,A,9000,8.49,0,0.21,N,4
21,35324,Rent,4,Education,B,6000,NULL,0,0.17,N,4
21,24996,Rent,3,Education,B,6000,11.83,0,0.24,N,3
38,70000,Mortgage,16,Education,A,17000,6.03,0,0.24,N,13
22,115000,Rent,4,Medical,A,4800,7.88,0,0.04,N,2
29,85000,Mortgage,14,Venture,B,7500,11.49,0,0.09,N,10
25,63000,Rent,1,Debtconsolidation,C,12000,14.26,0,0.19,N,3
29,59000,Mortgage,5,Venture,D,8000,16.77,1,0.14,Y,8
28,52260,Mortgage,4,Education,A,9000,7.51,0,0.17,N,7
26,35000,Rent,5,Venture,B,7000,10.99,0,0.2,N,4
23,40000,Own,0,Venture,A,6400,8.32,0,0.16,N,3
21,47500,Rent,2,Debtconsolidation,B,7500,10.99,0,0.16,N,2
29,62200,Rent,3,Personal,E,12000,19.03,0,0.19,N,6
26,120000,Mortgage,3,Personal,A,4600,6.39,0,0.04,N,2
33,74400,Rent,15,Debtconsolidation,C,3600,15.27,0,0.05,N,9
29,76000,Own,13,Medical,D,28000,16.77,0,0.37,N,10
25,137000,Rent,9,Personal,E,34800,16.77,0,0.25,Y,2
27,45000,Rent,1,Education,A,7000,7.49,0,0.16,N,9
28,300000,Mortgage,12,Education,C,10125,15.23,0,0.03,N,6
30,40750,Rent,2,Debtconsolidation,D,3000,15.28,1,0.07,N,10
23,105600,Mortgage,7,Debtconsolidation,A,15000,7.51,0,0.14,N,3
23,39600,Mortgage,7,Medical,A,6000,7.88,0,0.15,N,3
22,81000,Mortgage,5,Education,A,6600,7.88,0,0.08,N,4
23,113000,Rent,8,Debtconsolidation,D,35000,18.25,1,0.31,N,4
37,45000,Rent,6,Personal,B,14000,11.36,1,0.31,N,16
27,56004,Mortgage,5,Homeimprovement,A,5000,7.74,0,0.09,N,7
27,68000,Rent,10,Debtconsolidation,A,16500,7.88,0,0.24,N,7
22,38004,Rent,2,Debtconsolidation,B,8000,11.36,0,0.21,N,3
24,25000,Rent,3,Education,D,3250,13.67,0,0.13,N,4
28,115000,Mortgage,3,Homeimprovement,A,25000,7.49,0,0.22,N,6
22,55500,Mortgage,6,Medical,A,3000,7.37,0,0.05,N,2
28,55000,Mortgage,4,Venture,B,10650,11.58,0,0.19,N,8
24,23196,Rent,1,,D,20000,NULL,0,0.1,,10
40,54000,Rent,7,Personal,B,12000,10.62,0,0.22,N,17
21,14000,Rent,0,Medical,A,2000,NULL,0,0.14,N,4
29,117500,Own,1,Venture,A,20000,6.17,0,0.17,N,9
23,25000,Rent,0,Education,C,7200,12.68,0,0.29,N,4
32,130000,Mortgage,0,Education,A,12000,8.59,0,0.09,N,5
23,96000,Mortgage,4,Education,B,20000,10.99,0,0.21,N,3
24,100896,Rent,7,Homeimprovement,D,15000,14.42,0,0.15,N,2
25,40000,Mortgage,9,Debtconsolidation,C,7100,NULL,0,0.18,N,2
37,44000,Rent,14,Education,A,1000,5.42,0,0.02,N,13
26,78000,Rent,6,Venture,D,7800,16.77,0,0.1,N,3
39,403750,Mortgage,10,Medical,B,35000,NULL,1,0.07,N,11
27,225000,Mortgage,1,Debtconsolidation,B,14000,NULL,0,0.06,N,6
27,32000,Mortgage,11,Debtconsolidation,D,1000,16.29,1,0.03,Y,10
22,39875,Mortgage,5,Venture,B,10000,NULL,0,0.25,N,3
37,60000,Rent,4,Medical,B,14400,10.62,0,0.24,N,15
66,43000,Rent,17,Debtconsolidation,D,22250,14.59,1,0.52,Y,23
41,125000,Mortgage,7,Debtconsolidation,C,20000,13.11,0,0.16,Y,13
24,70000,Rent,5,Homeimprovement,B,21500,9.99,1,0.31,N,3
30,120000,Mortgage,8,Homeimprovement,B,3000,11.49,0,0.03,N,8
35,60000,Mortgage,12,Debtconsolidation,C,25000,12.73,0,0.42,N,8
24,55000,Rent,1,Medical,A,7000,7.88,0,0.13,N,4
31,86004,Own,8,Venture,B,2000,10.74,0,0.02,N,6
36,70000,Mortgage,6,Debtconsolidation,A,6000,5.42,0,0.09,N,16
24,38000,Rent,6,Venture,A,5600,NULL,0,0.15,N,3
27,36789,Mortgage,1,Debtconsolidation,C,5500,13.57,0,0.15,Y,8
35,14400,Own,2,Debtconsolidation,B,5550,10.37,1,0.39,N,8
28,56148,Mortgage,12,Debtconsolidation,C,2400,13.99,0,0.04,N,6
49,95000,Mortgage,12,Debtconsolidation,A,7500,6.03,0,0.08,N,13
28,48000,Own,1,Homeimprovement,D,12000,14.54,0,0.25,N,10
28,54000,Rent,2,Homeimprovement,D,12000,15.31,1,0.22,N,6
28,56664,Mortgage,12,Personal,D,16300,14.91,1,0.29,Y,10
22,52000,Rent,1,Medical,A,5000,6.99,0,0.1,N,2
22,48000,Mortgage,0,Debtconsolidation,A,4800,9.07,0,0.1,N,3
30,100000,Mortgage,11,Education,A,12800,6.92,0,0.13,N,8
22,40000,Rent,2,Debtconsolidation,A,4000,NULL,0,0.1,N,3
30,50000,Mortgage,14,Debtconsolidation,A,1875,8,0,0.04,N,9
26,75000,Own,10,Education,C,7200,NULL,0,0.1,N,3
26,100000,Mortgage,11,Personal,C,15000,13.99,0,0.15,N,4
27,104371,Rent,4,Homeimprovement,D,15000,16.77,0,0.14,N,5
22,76000,,0,Education,C,8700,NULL,0,0.13,N,5
25,132000,Mortgage,1,Venture,B,12000,NULL,0,0.09,N,2
25,26400,Rent,5,Education,A,5300,8.49,0,0.2,N,3
45,34800,Rent,6,Medical,C,4000,13.49,0,0.11,N,15
48,50016,Other,NULL,Medical,B,25000,18.43,1,0.52,,2
51,46560,Mortgage,2,Personal,A,11600,8.94,0,0.25,N,30
22,60000,Rent,5,Education,B,15000,10.59,0,0.25,N,3
30,14400,Own,2,Venture,B,1000,10.62,0,0.07,N,10
58,900000,Rent,18,Debtconsolidation,,8000,NULL,NULL,0.15,N,15
26,56000,Rent,10,Debtconsolidation,B,10000,12.69,1,0.18,N,4
26,80000,Own,5,Personal,C,7000,13.22,0,0.09,Y,2
58,51252,Rent,0,Personal,B,13500,11.58,0,0.26,N,21
24,37000,Rent,3,Venture,B,5500,9.2,0,0.15,N,3
26,31000,Mortgage,5,Education,B,4000,10.33,0,0.13,N,2
30,60000,Mortgage,12,Debtconsolidation,B,2500,12.69,0,0.04,N,7
27,65000,Mortgage,2,Debtconsolidation,B,10000,12.53,0,0.15,N,7
22,16000,Rent,0,Education,C,4750,13.16,1,0.3,N,3
26,110000,Rent,0,Debtconsolidation,A,2100,7.12,0,0.02,N,2
28,44000,Mortgage,12,Medical,B,8000,10.59,0,0.18,N,6
27,96000,Mortgage,3,Venture,C,3000,14.17,1,0.03,Y,9
23,120000,Rent,1,Education,B,25600,12.69,0,0.21,N,3
26,45000,Rent,3,Medical,B,1500,10.25,0,0.03,N,4
22,40000,Mortgage,6,Personal,A,4800,NULL,0,0.12,N,2
22,140000,Rent,0,Medical,C,14000,13.11,0,0.1,N,3
28,31000,Own,0,Homeimprovement,A,1000,7.4,0,0.03,N,8
26,55000,Mortgage,10,Homeimprovement,A,9800,7.88,0,0.18,N,3
NULL,25000,Mortgage,2,Debtconsolidation,A,15000,16.45,1,NULL,Y,3
22,36396,,NULL,Education,A,10800,5.42,0,0.16,N,13
24,28000,Rent,9,Debtconsolidation,C,8000,12.84,0,0.29,N,4
33,75000,Mortgage,2,Debtconsolidation,B,7500,10.08,1,0.1,N,9
26,48000,Rent,1,Personal,C,15000,NULL,1,0.31,Y,2
21,36000,Mortgage,5,Personal,A,2800,6.99,0,0.08,N,2
29,39000,Mortgage,12,Education,A,16000,5.99,0,0.41,N,8
27,24000,Rent,2,Medical,A,1450,NULL,0,0.06,N,9
41,42600,Rent,0,Venture,D,10000,15.62,1,0.23,Y,12
30,65004,Mortgage,9,Education,A,15000,7.51,0,0.23,N,9
26,96000,Mortgage,4,Homeimprovement,E,20000,16.7,0,0.21,N,4
27,120000,Mortgage,5,Homeimprovement,D,25000,15.95,0,0.21,N,9
23,119496,Mortgage,7,Education,A,12000,7.88,0,0.1,N,4
30,76000,Mortgage,5,Homeimprovement,A,6250,7.88,0,0.08,N,10
23,52000,Rent,5,Debtconsolidation,C,8000,13.22,0,0.15,N,2
22,13200,Rent,0,Venture,B,2500,9.91,1,0.19,N,4
32,125000,Mortgage,3,Venture,B,21000,11.71,0,0.17,N,10
25,75000,Rent,9,Venture,A,6775,7.9,0,0.09,N,4
24,52728,Rent,4,Education,A,5000,7.74,0,0.09,N,4
33,160000,Mortgage,3,Personal,B,22000,10.75,0,0.14,N,8
23,65000,Mortgage,1,Personal,B,10800,10,0,0.17,N,4
23,18600,Rent,2,Debtconsolidation,B,1700,9.99,0,0.09,N,3
38,81000,Rent,7,Debtconsolidation,B,18000,10.59,0,0.22,N,16
23,32800,Own,3,Venture,A,8000,7.29,0,0.24,N,3
28,53500,Rent,4,Venture,B,5000,12.18,0,0.09,N,5
24,13728,Rent,NULL,Debtconsolidation,B,1000,10,1,0.07,N,4
27,60500,Rent,6,Medical,B,2400,12.69,0,0.04,N,8
22,19800,Rent,NULL,Debtconsolidation,B,4800,10.99,1,0.24,N,2
37,45000,Rent,1,Medical,A,7200,9.63,0,0.16,N,14
40,56472,Rent,4,Education,B,15775,10.59,0,0.28,N,14
25,32000,Rent,3,Debtconsolidation,A,3000,8.94,0,0.09,N,3
23,62000,Rent,8,Debtconsolidation,A,12000,5.79,0,0.19,N,2
23,58560,Mortgage,7,Medical,B,8000,12.21,0,0.14,N,3
27,231252,Mortgage,1,Personal,B,2000,9.91,0,0.01,N,10
33,120999,Mortgage,7,Homeimprovement,C,15200,13.61,0,0.13,Y,5
49,88400,Mortgage,4,Medical,C,20000,13.92,0,0.23,Y,14
22,95000,Mortgage,1,Venture,C,7200,12.23,0,0.08,Y,4
24,28800,Own,NULL,Education,A,7500,8.49,0,0.26,N,2
22,20000,Rent,2,Debtconsolidation,B,5000,11.86,0,0.25,N,4
34,108000,Mortgage,NULL,Personal,A,10000,6.91,0,0.09,N,6
22,65000,Rent,1,Debtconsolidation,B,9000,9.91,0,0.14,N,4
22,20000,Rent,2,Venture,B,5000,11.86,0,0.25,N,2
28,33000,Mortgage,9,Personal,A,4000,7.9,1,0.12,N,8
24,55000,Rent,3,Education,A,14500,6.62,0,0.26,N,2
25,47052,Rent,5,Education,B,21250,10.99,1,0.45,N,2
22,72000,Rent,6,Venture,E,15000,17.19,0,0.21,N,2
26,41400,Rent,5,Debtconsolidation,B,7300,9.45,0,0.18,N,4
28,54996,Mortgage,12,Personal,A,6400,NULL,0,0.12,N,5
28,31800,Rent,2,Medical,D,8500,16.07,1,0.27,N,10
29,45000,Rent,9,Personal,B,14000,12.69,1,0.31,N,5
39,76000,Mortgage,8,Homeimprovement,A,5000,6.03,0,0.07,N,14
22,28000,Rent,0,Homeimprovement,D,1000,16.29,1,0.04,Y,3
40,52000,Rent,2,Education,F,15000,18.62,1,0.29,Y,17
23,44000,Mortgage,2,Venture,A,2000,7.4,0,0.05,N,4
29,46400,Mortgage,0,Education,A,12000,7.51,0,0.26,N,10
24,130000,Mortgage,6,Personal,B,20000,11.58,0,0.15,N,2
23,47000,Rent,8,Debtconsolidation,B,17000,9.99,1,0.36,N,4
24,75000,Rent,6,Homeimprovement,B,15000,11.71,0,0.2,N,4
48,15000,Rent,4,Debtconsolidation,C,2000,12.84,0,0.13,Y,14
29,240000,Mortgage,5,,A,NULL,10.14,0,0.04,N,4
33,68736,Rent,8,Homeimprovement,D,1200,16.29,0,0.02,N,9
54,125000,Mortgage,13,Personal,A,12000,6.62,0,0.1,N,24
28,47820,Own,12,Medical,A,6000,5.42,0,0.13,N,9
21,32000,Mortgage,4,Personal,B,2500,11.71,1,0.08,N,3
26,55000,Mortgage,0,Debtconsolidation,A,10500,5.79,0,0.19,N,2
21,28692,Mortgage,5,Education,B,3000,10.75,0,0.1,N,2
33,19200,Rent,0,Medical,A,8000,7.66,1,0.42,N,6
23,93000,Own,7,Venture,C,25000,12.73,0,0.27,N,3
31,54000,Rent,3,Homeimprovement,D,9000,12.49,1,0.17,N,7
37,36000,Rent,2,Personal,B,4800,10.75,0,0.13,N,14
33,113800,Rent,8,Medical,B,5000,11.83,0,0.04,N,9
25,60000,Mortgage,5,Personal,A,10425,8.49,0,0.17,N,4
24,82000,Rent,7,Personal,B,17400,11.99,0,0.21,N,4
47,55250,Rent,9,Medical,D,25000,NULL,1,0.38,Y,13
33,24000,Rent,0,Education,C,2000,14.35,0,0.08,Y,7
22,18000,Rent,3,Debtconsolidation,B,3000,10.59,1,0.17,N,3
23,87600,Mortgage,7,Medical,C,20000,13.35,0,0.23,Y,4
23,60000,Mortgage,1,Medical,C,13200,13.16,0,0.22,Y,2
24,72000,Mortgage,8,Personal,A,12000,6.03,0,0.17,N,2
23,34560,Mortgage,1,Medical,B,10000,10.59,0,0.29,N,2
25,48000,Rent,2,Venture,B,8000,10.59,0,0.17,N,4
34,287300,Rent,1,Medical,C,15000,12.41,1,0.04,Y,8
22,48600,Mortgage,6,Education,B,12000,12.42,1,0.25,N,4
25,66300,Rent,3,Medical,E,25000,17.93,1,0.32,Y,4
NULL,31500,Mortgage,16,Personal,B,25000,13.43,NULL,0.34,Y,28
26,52000,Mortgage,7,Venture,B,6500,10.74,0,0.13,N,2
35,75573,Mortgage,9,Homeimprovement,B,22000,9.88,0,0.29,N,8
24,80000,Mortgage,8,Debtconsolidation,C,24000,14.35,0,0.3,Y,3
27,24000,Own,2,Venture,C,6000,12.53,0,0.25,N,9
47,12000,Own,NULL,Medical,B,1950,12.69,1,0.16,N,12
31,72500,Mortgage,12,Homeimprovement,B,8875,11.99,0,0.12,N,7
22,62000,Rent,5,Venture,A,13200,NULL,0,0.21,N,4
30,26400,Rent,14,Debtconsolidation,C,3250,14.35,1,0.12,N,9
28,135996,Mortgage,12,Homeimprovement,A,12500,8.59,0,0.09,N,6
26,90000,Rent,2,Debtconsolidation,C,9600,13.85,0,0.11,Y,4
26,105000,Rent,1,Homeimprovement,B,12100,NULL,0,0.12,N,2
21,24996,Rent,2,Medical,E,5000,16.45,1,0.2,N,4
22,30000,Rent,4,Education,B,10000,NULL,0,NULL,N,4
33,84000,Mortgage,17,Venture,A,20000,5.99,0,0.24,N,8
24,20000,Rent,5,Medical,B,4800,11.14,0,0.24,N,4
24,150000,Rent,8,Venture,B,5000,NULL,0,0.03,N,4
28,60000,Mortgage,4,Debtconsolidation,B,4800,NULL,0,0.08,N,5
39,70000,Mortgage,7,Personal,A,12500,7.9,0,0.18,N,12
22,85000,Mortgage,6,Venture,C,10000,13.99,0,0.12,Y,4
41,110000,Mortgage,7,Venture,B,30000,9.91,0,0.27,N,11
25,61000,Rent,9,Education,A,6000,NULL,0,0.1,N,4
28,120000,Mortgage,12,Venture,B,20000,9.45,0,0.17,N,10
25,48000,Rent,3,Personal,A,5000,9.63,0,0.1,N,3
30,504000,Rent,4,Debtconsolidation,B,3000,11.36,0,0.01,N,9
24,47088,Rent,8,Debtconsolidation,A,4000,6.62,0,0.08,N,4
28,30996,Rent,0,Debtconsolidation,A,8000,7.29,0,0.26,N,10
23,54500,Rent,2,Debtconsolidation,A,9000,10.36,0,NULL,N,5
31,49500,Mortgage,3,Debtconsolidation,B,10000,10.75,0,0.2,N,6
36,81000,Mortgage,9,Homeimprovement,C,6000,12.99,0,0.07,N,17
24,24000,Mortgage,3,Education,C,8000,11.34,0,0.33,Y,4
22,43000,Own,6,Education,A,7750,7.66,0,0.18,N,2
25,72500,Mortgage,3,Venture,D,16000,15.28,1,0.22,Y,4
25,26729,Rent,5,Medical,B,7300,11.14,0,0.27,N,3
25,50000,Rent,9,Homeimprovement,C,6000,14.17,0,0.12,N,3
29,70000,Mortgage,0,Education,A,8000,NULL,0,0.11,N,9
42,32000,Mortgage,0,Personal,B,10000,10.59,1,0.31,N,12
23,100000,Mortgage,0,Debtconsolidation,A,7000,8.59,0,0.07,N,4
26,86000,Rent,10,Venture,A,18000,8.49,0,0.21,N,2
24,31000,Rent,8,Venture,C,13500,13.43,1,0.44,Y,4
25,26453,Mortgage,6,Medical,B,7200,11.71,1,0.27,N,4
21,55260,Rent,0,Education,A,14000,6.54,0,0.25,N,2
25,60000,Mortgage,5,Homeimprovement,D,3000,14.59,0,0.05,Y,3
25,42000,Mortgage,9,Homeimprovement,B,12000,9.91,0,0.29,N,2
26,50000,Mortgage,8,Venture,B,8000,10.59,0,0.16,N,2
31,56400,Mortgage,NULL,Medical,C,4000,13.35,1,0.07,N,5
22,29000,Mortgage,6,Personal,A,12000,5.42,1,0.41,N,4
22,85000,Mortgage,0,Education,C,20000,13.49,0,0.24,Y,2
NULL,32000,,7,Education,C,7500,17.04,0,0.16,Y,2
25,42000,Rent,1,Medical,B,6000,NULL,0,0.14,N,4
26,78000,Rent,1,Debtconsolidation,B,15000,12.42,1,0.19,N,3
22,90000,Rent,5,Personal,D,8000,NULL,0,0.09,N,3
29,350000,Mortgage,13,Debtconsolidation,A,12000,7.51,0,0.03,N,7
25,78000,Mortgage,9,Education,A,8000,7.9,0,0.1,N,4
42,36000,Rent,0,Medical,C,11000,11.97,1,0.31,Y,16
29,38000,Mortgage,3,Education,D,6000,15.21,0,0.16,Y,9
36,78000,Mortgage,7,Personal,A,15000,7.88,0,0.19,N,16
25,40000,Mortgage,0,Medical,A,3600,7.49,0,0.09,N,3
34,85000,Rent,7,Venture,B,5000,11.83,0,0.06,N,5
49,42000,Mortgage,12,Medical,A,3000,8.9,0,0.07,N,15
33,54000,Rent,13,Venture,A,10000,8.9,0,0.19,N,5
26,20004,Rent,2,Debtconsolidation,B,4000,12.18,0,0.2,N,4
25,62000,Rent,0,Debtconsolidation,A,7400,6.99,0,0.12,N,2
29,76000,Mortgage,13,Homeimprovement,F,20000,16.08,1,0.26,Y,6
23,75000,Mortgage,7,Venture,B,17000,11.12,0,0.23,N,2
41,70800,Mortgage,25,Personal,A,12000,6.62,0,0.17,N,11
29,44000,Rent,8,Venture,A,11000,7.29,0,0.25,N,6
28,178000,Rent,5,Education,D,25000,14.46,1,0.14,Y,7
23,132000,Mortgage,5,Personal,A,15000,6.99,0,0.11,N,2
28,24000,Rent,0,Education,B,5000,11.86,0,0.21,N,8
32,34200,Rent,0,Venture,C,4000,13.48,0,0.12,Y,9
25,67500,Rent,2,Education,A,7200,7.88,0,0.11,N,4
43,97500,Rent,6,Venture,B,24000,10.99,0,0.25,N,11
24,85000,Mortgage,4,Education,,6000,NULL,0,0.04,N,3
23,48996,Mortgage,7,Education,C,10525,13.61,0,0.21,N,2
26,75000,Mortgage,10,Education,A,9600,5.42,0,0.13,N,3
24,76000,Mortgage,8,Debtconsolidation,A,6000,8.9,0,0.08,N,3
23,75000,Own,5,Venture,A,7600,8.59,0,0.1,N,4
22,100000,Mortgage,3,Education,B,12000,11.11,0,0.12,N,4
43,180000,Mortgage,5,Homeimprovement,C,6000,14.27,0,0.03,N,17
31,30000,Mortgage,NULL,Venture,A,5000,NULL,0,0.17,N,7
23,95000,Mortgage,7,Personal,A,6000,7.68,0,0.06,N,3
24,76000,Mortgage,3,Venture,C,12000,NULL,1,0.16,Y,4
24,70000,Own,NULL,Education,A,6000,5.42,0,0.09,N,2
25,41508,Mortgage,9,,C,10750,10.75,0,0.28,,8
26,60000,Mortgage,10,Medical,A,5000,6.92,0,0.08,N,4
25,50000,Mortgage,10,Education,C,10000,13.49,0,0.2,Y,4
36,64583,Rent,2,Homeimprovement,A,10000,NULL,0,0.15,N,14
23,69743,Mortgage,7,Personal,D,1000,14.11,0,0.01,N,3
25,80000,Mortgage,9,Debtconsolidation,A,4000,6.62,0,0.05,N,2
24,72000,Rent,8,Personal,C,3200,13.92,0,0.04,N,3
26,24000,Mortgage,5,Personal,C,2100,13.11,0,0.09,N,3
24,50000,Rent,2,Venture,C,4800,13.22,0,0.1,N,4
24,80000,Rent,5,Venture,B,12000,9.91,0,0.15,N,2
30,28000,Own,5,Homeimprovement,B,6300,11.99,0,0.23,N,8
26,75000,Mortgage,6,Medical,A,6375,5.99,0,0.09,N,3
21,60996,Rent,2,Venture,B,8500,NULL,0,0.14,N,2
25,80000,Rent,0,Education,C,9000,NULL,0,0.11,N,2
22,55000,Own,2,Education,A,2200,5.42,0,0.04,N,3
31,30016,Own,3,Homeimprovement,A,11000,8.94,0,0.37,N,10
25,53000,Mortgage,4,Education,A,6000,6.62,0,0.11,N,2
29,67027,Rent,NULL,Medical,A,5000,7.51,1,0.06,N,10
22,72000,Mortgage,1,Personal,C,8500,15.96,1,0.12,N,2
33,90000,Mortgage,4,Education,C,12000,12.98,0,0.13,N,5
NULL,53000,Rent,13,Education,C,10000,11.66,NULL,0.16,Y,8
37,58000,Rent,9,Medical,B,18200,10.99,1,0.31,N,11
32,38000,Rent,0,Education,B,7200,10.08,0,0.19,N,7
29,96000,Mortgage,4,Venture,A,4500,6.76,0,0.05,N,10
22,28000,Rent,5,Personal,B,6900,9.99,0,0.25,N,3
25,95111,Mortgage,9,Personal,C,18000,14.72,0,0.19,N,4
23,67450,Rent,8,Education,A,4000,6.76,0,0.06,N,3
24,30000,Rent,3,Medical,E,8000,NULL,0,0.27,Y,2
27,98004,Rent,8,Homeimprovement,A,10000,6.54,0,0.1,N,10
29,34000,Mortgage,0,Venture,C,3000,13.61,0,0.09,N,9
22,38400,Mortgage,NULL,Personal,A,1000,5.79,0,0.03,N,2
42,125000,Mortgage,5,Medical,A,35000,7.9,0,0.28,N,12
23,36000,Rent,NULL,Debtconsolidation,B,9000,11.11,0,0.25,N,3
23,26000,Rent,1,Personal,D,1600,16.29,1,0.06,Y,3
23,39996,Rent,2,Education,B,18000,9.25,1,0.45,N,4
33,96000,Mortgage,11,Debtconsolidation,D,15000,14.62,1,0.16,Y,10
29,92000,Mortgage,2,Education,E,25000,19.42,0,0.27,N,8
25,30000,Rent,4,Education,B,5000,11.86,0,0.17,N,2
29,32000,Rent,2,Education,C,7000,14.65,1,0.22,Y,10
22,42000,Rent,6,Personal,C,10000,NULL,0,0.24,Y,4
30,110000,Mortgage,8,Medical,A,4800,5.99,0,0.04,N,5
23,28800,Rent,0,Medical,A,1500,7.74,0,0.05,N,3
29,225000,Own,11,Personal,B,24250,NULL,0,0.11,N,7
28,24000,Rent,2,Homeimprovement,C,3500,14.72,1,0.15,Y,6
25,32000,Rent,1,Medical,D,6000,12.92,1,0.19,N,2
23,45600,Rent,4,Personal,C,5000,14.22,0,0.11,Y,4
33,108000,Mortgage,17,Homeimprovement,B,11500,9.99,0,0.11,N,7
22,21000,Rent,0,Education,C,2000,14.22,0,0.1,Y,3
22,76800,Mortgage,4,Personal,A,12000,8.9,0,0.16,N,2
24,39996,Rent,0,Education,D,5000,14.11,1,0.13,N,2
28,98000,Rent,6,Education,A,4000,7.51,1,0.04,N,7
36,56650,Mortgage,16,Venture,C,12000,13.72,0,0.21,N,11
21,40000,Rent,0,Venture,A,3000,NULL,0,0.07,N,3
22,34800,Mortgage,3,Debtconsolidation,C,1500,13.49,0,0.04,Y,3
46,91000,Rent,0,Homeimprovement,E,22000,18.79,1,0.24,N,16
38,110000,Rent,5,Homeimprovement,A,20000,6.91,0,0.18,N,13
29,42000,Mortgage,8,Personal,C,7800,13.11,0,0.19,N,9
22,51000,Rent,2,Education,B,3200,10.99,0,0.06,N,2
23,45000,Rent,7,Education,B,6000,11.49,0,0.13,N,3
37,35000,,NULL,Medical,A,14900,13.57,0,NULL,N,3
36,45344,Mortgage,11,Education,A,16750,7.88,0,0.37,N,13
25,60000,Own,1,Debtconsolidation,D,10000,16.49,0,0.17,N,3
25,54000,Rent,1,Venture,A,3000,9.32,0,0.06,N,3
27,50000,Own,3,Medical,C,9000,12.53,0,0.18,N,8
24,73000,Mortgage,9,Education,E,25000,16.32,1,0.34,N,2
22,18000,,2,Medical,,6400,9.99,0,0.19,N,2
24,120000,Mortgage,1,Education,D,25000,13.99,0,0.21,N,4
25,28128,Rent,2,Education,D,7500,15.33,1,0.27,Y,3
25,46800,Rent,0,Debtconsolidation,A,7000,8.63,0,0.15,N,3
25,93600,Mortgage,9,Debtconsolidation,B,20000,10.62,0,0.21,N,3
24,62400,Mortgage,8,Homeimprovement,A,4000,8.9,0,0.06,N,4
24,100000,Mortgage,8,Debtconsolidation,C,3600,13.23,0,0.04,Y,2
23,47800,,4,Medical,B,1600,12.69,0,0.1,,2
22,53000,Rent,5,Education,C,25000,13.43,1,0.47,Y,4
24,29000,Rent,1,Medical,B,4000,9.96,1,0.14,N,3
25,72000,Mortgage,1,Homeimprovement,A,2100,7.66,0,0.03,N,3
37,50000,Rent,5,Homeimprovement,B,8000,10.99,0,0.16,N,16
25,50000,Mortgage,5,Personal,D,7500,13.8,0,0.15,Y,4
23,32000,Rent,3,Debtconsolidation,D,20000,12.61,1,0.63,N,4
23,NULL,Mortgage,7,Medical,A,10000,12.21,NULL,0.26,N,2
29,57312,Rent,3,Debtconsolidation,B,5000,11.86,0,0.09,N,6
26,65000,Rent,0,Homeimprovement,C,4800,13.72,0,0.07,N,2
22,60612,Mortgage,6,Personal,B,5300,NULL,0,0.09,N,4
